anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1963;10;15;"BERGA";43;"E";7;35.25;14.62;10.32
2002;5;30;"HOSPI";23;"S";6;22.25;14.1;4.08
1953;7;22;"MASNOU";3;"E";1;-4.67;-8.07;1.7
1979;9;8;"TIBIDABO";22;"NO";0;22.4;12.06;5.17
1982;12;27;"STACOL";132;"SE";0;17.58;16.96;0.31
1998;8;28;"TARRACO";56;"O";8;19.75;19.04;0.36
1967;9;26;"GIRONA";81;"NO";6;39.89;-9.09;24.49
2016;8;23;"GIRONA";60;"SO";7;16.77;1.89;7.44
2007;5;1;"STACOL";88;"S";10;9.89;8.68;0.61
1960;5;16;"STACOL";10;"SO";1;30.61;2.78;13.91
1981;2;20;"HOSPI";197;"NE";4;5.87;-2.06;3.96
1984;4;8;"VIC";113;"O";8;2.55;-7.19;4.87
1981;2;19;"BERGA";178;"SO";8;10.01;8.21;0.9
1980;8;18;"STACOL";194;"NO";2;40.78;-6.56;23.67
1984;8;18;"VIC";37;"SO";8;41.71;7.64;17.04
1977;9;2;"GIRONA";179;"E";2;36.68;8.02;14.33
1985;5;7;"GIRONA";94;"SE";0;32.0;14.05;8.97
1975;1;20;"BCN";69;"N";5;19.02;-3.38;11.2
1979;3;16;"MASNOU";105;"N";8;-1.14;-5.09;1.98
1952;5;4;"TIBIDABO";70;"N";7;41.28;12.59;14.35
1977;3;3;"HOSPI";109;"S";2;10.21;-3.27;6.74
2001;5;7;"BCN";92;"NE";1;33.92;10.56;11.68
1954;1;21;"STACOL";93;"N";1;16.33;-6.58;11.45
1970;9;30;"BERGA";182;"S";5;40.13;10.73;14.7
1986;9;9;"VIC";113;"E";1;30.47;17.33;6.57
1975;11;23;"HOSPI";84;"O";2;25.7;16.07;4.81
1993;4;30;"TIBIDABO";20;"SO";1;34.69;15.07;9.81
1971;11;22;"GIRONA";155;"S";5;20.99;17.41;1.79
1996;4;10;"STACOL";116;"E";5;43.57;8.94;17.32
2006;7;3;"VIC";71;"S";5;38.46;16.32;11.07
1965;3;25;"LLEIDA";144;"SO";1;27.95;9.6;9.18
2000;8;20;"MASNOU";149;"E";5;16.99;2.74;7.12
1961;11;2;"MASNOU";55;"N";2;16.84;2.86;6.99
2001;4;30;"HOSPI";18;"E";9;34.59;3.08;15.76
1998;4;1;"VIC";83;"NE";4;31.45;16.27;7.59
2005;5;12;"BCN";170;"NO";6;44.89;13.74;15.57
1996;12;18;"MASNOU";13;"SE";0;15.35;-5.66;10.5
1960;3;12;"VIC";162;"NE";10;39.12;-1.97;20.54
1955;9;26;"VIC";55;"NO";7;36.25;1.91;17.17
2006;3;20;"HOSPI";41;"NE";10;11.63;3.12;4.26
1958;12;4;"GIRONA";26;"S";4;5.32;4.34;0.49
2017;9;25;"MASNOU";25;"S";2;40.68;12.64;14.02
1975;12;13;"LLEIDA";164;"SO";10;-1.0;-1.99;0.49
2018;4;19;"BERGA";29;"S";5;9.11;6.53;1.29
1981;1;29;"LLEIDA";7;"S";0;24.49;17.32;3.58
1974;12;28;"VIC";97;"O";6;25.8;10.31;7.75
1980;10;13;"TIBIDABO";165;"NO";7;34.69;6.99;13.85
1953;9;27;"GIRONA";27;"NE";3;9.23;-1.23;5.23
1996;12;4;"MASNOU";58;"SE";1;30.95;-3.38;17.16
1959;5;16;"BERGA";150;"NO";4;42.67;2.86;19.91
1952;1;11;"VIC";185;"E";9;27.33;-3.83;15.58
2002;12;19;"LLEIDA";79;"NO";1;43.08;8.55;17.27
1992;12;27;"BCN";72;"N";9;14.99;-0.11;7.55
2004;9;12;"BERGA";92;"N";2;12.27;9.77;1.25
1999;2;13;"TIBIDABO";45;"SO";6;8.02;5.66;1.18
1961;1;22;"BCN";3;"SO";9;6.38;4.88;0.75
1965;8;7;"HOSPI";144;"NE";1;6.08;-4.18;5.13
2010;4;7;"STACOL";16;"E";3;19.97;-0.94;10.46
2003;5;13;"BCN";86;"O";6;40.09;-2.99;21.54
1950;3;5;"GIRONA";177;"E";8;43.51;16.15;13.68
1954;4;13;"TIBIDABO";30;"O";4;38.24;-9.95;24.09
1983;10;11;"HOSPI";89;"E";1;20.17;-9.97;15.07
1983;5;14;"BCN";15;"NO";0;44.3;7.93;18.18
2011;9;1;"VIC";87;"E";1;30.29;3.62;13.33
2003;4;9;"HOSPI";125;"NO";3;44.33;-5.43;24.88
1962;6;8;"BERGA";12;"NO";1;23.74;17.42;3.16
1954;12;20;"BERGA";41;"S";9;32.67;3.5;14.59
1960;3;1;"HOSPI";22;"N";2;44.77;10.0;17.39
1997;8;15;"MASNOU";192;"NE";4;29.54;1.63;13.96
1954;3;12;"LLEIDA";49;"NO";2;16.85;1.41;7.72
1971;2;17;"MASNOU";81;"SE";4;14.31;13.45;0.43
1968;8;19;"HOSPI";22;"O";7;21.42;-9.04;15.23
2018;4;12;"MASNOU";115;"SE";2;-5.76;-9.12;1.68
1955;5;19;"TARRACO";44;"NO";4;40.85;6.21;17.32
1976;5;27;"BERGA";86;"SE";6;23.18;3.67;9.75
1994;7;19;"TARRACO";36;"NE";0;9.33;4.29;2.52
1961;9;1;"BERGA";95;"N";6;41.51;4.52;18.49
2018;1;9;"TIBIDABO";56;"SO";2;39.84;3.98;17.93
1979;3;22;"STACOL";1;"SE";5;34.14;-3.11;18.62
1983;5;9;"HOSPI";130;"E";0;-4.21;-4.54;0.17
1965;3;6;"STACOL";42;"N";2;5.27;-5.46;5.37
2010;6;9;"MASNOU";161;"N";4;12.88;-7.94;10.41
1962;12;13;"TARRACO";77;"NO";5;35.14;15.7;9.72
1962;9;27;"GIRONA";30;"NE";0;28.46;14.18;7.14
1990;5;1;"GIRONA";129;"SO";9;20.18;4.82;7.68
1961;11;19;"HOSPI";171;"E";9;42.89;12.74;15.07
1998;9;25;"BCN";132;"E";8;34.07;-4.29;19.18
1972;8;22;"HOSPI";193;"SE";1;10.7;-4.11;7.4
1966;8;14;"BCN";194;"NE";1;32.87;2.41;15.23
2003;11;18;"HOSPI";179;"S";10;40.22;3.78;18.22
1969;4;28;"STACOL";83;"E";9;14.9;7.0;3.95
2001;3;1;"HOSPI";65;"NE";4;6.6;2.99;1.8
1998;8;1;"HOSPI";107;"O";0;9.19;6.94;1.12
1962;11;1;"BERGA";59;"SO";7;13.83;0.26;6.79
1981;9;6;"TIBIDABO";12;"SE";8;30.57;14.5;8.04
2007;7;30;"BCN";20;"S";8;28.18;6.03;11.07
1973;8;26;"STACOL";43;"NE";10;16.31;-0.2;8.25
1989;1;2;"LLEIDA";143;"N";10;13.68;10.04;1.82
2018;11;30;"TARRACO";103;"NO";9;33.19;-1.91;17.55
2009;9;16;"VIC";47;"O";0;42.76;3.82;19.47
1967;12;17;"TIBIDABO";66;"NE";5;13.15;-3.04;8.1
1993;3;1;"TIBIDABO";64;"SE";1;41.86;3.19;19.34
1963;7;1;"VIC";40;"SO";10;31.24;-7.13;19.18
1966;5;21;"VIC";164;"SO";10;38.26;-4.97;21.61
2011;6;9;"STACOL";175;"E";8;20.81;8.67;6.07
2000;2;6;"TIBIDABO";109;"S";2;17.66;-3.19;10.43
1979;2;19;"BERGA";54;"SE";9;16.61;13.74;1.43
1957;6;24;"LLEIDA";39;"N";2;5.4;0.82;2.29
2017;1;11;"TIBIDABO";125;"E";10;31.51;7.37;12.07
1965;5;27;"HOSPI";25;"NO";2;42.34;11.06;15.64
1999;4;12;"GIRONA";55;"E";5;22.1;17.61;2.25
1959;3;29;"VIC";103;"NO";4;9.79;-0.9;5.34
1957;2;15;"MASNOU";21;"SE";6;44.01;-2.13;23.07
1972;6;23;"BERGA";10;"SE";1;11.21;6.71;2.25
1966;11;18;"GIRONA";57;"SE";10;28.72;5.6;11.56
2001;6;11;"TARRACO";110;"S";4;29.98;13.82;8.08
1985;9;1;"BERGA";46;"NO";6;11.59;0.86;5.37
1996;5;29;"HOSPI";172;"E";1;44.42;-7.66;26.04
2017;7;17;"LLEIDA";111;"S";8;34.95;-6.53;20.74
1962;8;23;"MASNOU";98;"SE";7;34.14;-0.72;17.43
2006;2;8;"BERGA";160;"SO";7;30.01;6.5;11.76
2017;3;8;"TIBIDABO";68;"NE";8;16.35;16.07;0.14
1964;6;14;"TIBIDABO";125;"SO";3;44.21;8.94;17.64
2005;1;9;"BCN";2;"NO";8;19.91;16.92;1.49
1993;11;12;"BERGA";175;"O";6;37.82;19.83;9.0
1957;11;8;"TARRACO";84;"NE";4;17.75;7.37;5.19
2009;10;9;"BERGA";14;"O";7;0.23;-2.95;1.59
1955;12;26;"BERGA";104;"SO";8;37.76;9.88;13.94
2002;12;3;"LLEIDA";127;"S";4;23.42;13.36;5.03
1965;7;7;"BERGA";87;"SO";1;35.17;-2.57;18.87
1987;2;7;"VIC";77;"NO";4;43.09;-0.16;21.62
1997;12;15;"HOSPI";36;"SO";0;17.1;-4.59;10.85
1989;8;1;"MASNOU";12;"SO";10;14.79;12.88;0.95
1991;7;17;"STACOL";151;"SE";6;37.55;-5.88;21.71
2004;12;18;"GIRONA";96;"SO";8;26.35;1.42;12.46
1954;5;26;"TARRACO";141;"N";1;15.29;13.29;1.0
1989;10;20;"MASNOU";46;"S";0;40.5;9.87;15.32
2003;5;2;"GIRONA";160;"S";0;-1.77;-2.71;0.47
1962;1;17;"BCN";172;"N";9;16.38;-2.77;9.57
1976;4;7;"TIBIDABO";14;"NO";7;27.84;5.92;10.96
1986;7;15;"BERGA";138;"NE";6;15.33;-1.21;8.27
1962;9;10;"BCN";187;"O";7;13.76;11.63;1.06
1991;1;10;"BERGA";98;"SE";6;9.46;6.91;1.28
1991;2;23;"HOSPI";102;"NE";1;5.27;-3.67;4.47
1987;6;26;"TARRACO";3;"SE";7;14.77;0.98;6.89
1977;3;2;"LLEIDA";48;"S";8;19.63;5.91;6.86
1953;5;10;"GIRONA";136;"SO";2;29.31;15.08;7.11
1978;2;9;"TIBIDABO";143;"N";1;14.75;10.13;2.31
1987;10;14;"TARRACO";152;"O";5;30.24;11.74;9.25
2011;11;27;"TARRACO";78;"SO";2;35.95;17.07;9.44
1989;2;16;"MASNOU";50;"S";2;-6.34;-6.79;0.23
2011;4;7;"BERGA";57;"E";8;30.6;10.68;9.96
1996;7;15;"BERGA";81;"O";9;14.09;0.57;6.76
2001;5;1;"VIC";127;"E";2;22.81;18.31;2.25
1985;8;12;"LLEIDA";4;"NE";8;13.96;13.46;0.25
1964;5;13;"LLEIDA";58;"SE";3;29.78;-1.73;15.76
1984;3;29;"BCN";100;"NO";8;8.62;0.0;4.31
2014;6;22;"MASNOU";113;"NO";0;17.24;-3.04;10.14
1980;7;18;"LLEIDA";160;"NO";9;20.42;15.84;2.29
2005;11;13;"MASNOU";167;"NE";1;26.53;6.21;10.16
1966;5;24;"BERGA";164;"SE";5;13.46;-4.36;8.91
1952;2;23;"BERGA";69;"E";10;27.12;-0.68;13.9
1983;8;9;"TARRACO";102;"SE";6;32.23;5.82;13.2
1956;4;28;"GIRONA";106;"S";4;28.35;7.05;10.65
1967;11;26;"GIRONA";1;"O";5;23.36;3.38;9.99
2017;8;22;"LLEIDA";146;"N";0;17.34;14.85;1.25
1959;3;15;"TARRACO";191;"SE";9;40.71;10.68;15.02
2005;2;21;"STACOL";182;"SE";0;28.52;6.76;10.88
1980;1;8;"TIBIDABO";72;"E";9;37.22;6.62;15.3
1985;6;5;"BERGA";66;"SO";4;25.9;2.16;11.87
1990;5;15;"VIC";166;"SE";2;27.64;11.66;7.99
1972;2;17;"HOSPI";114;"S";5;22.47;19.16;1.65
1990;6;25;"TIBIDABO";151;"S";1;6.07;-2.33;4.2
1997;2;10;"HOSPI";199;"O";9;6.06;-3.16;4.61
2018;10;8;"STACOL";175;"NE";5;33.75;9.64;12.05
1992;4;14;"BERGA";61;"SO";0;24.13;16.91;3.61
1951;7;3;"VIC";189;"O";6;34.08;3.26;15.41
1996;1;23;"BCN";170;"SO";3;43.59;7.29;18.15
1999;9;15;"GIRONA";92;"NE";0;44.5;10.91;16.8
1973;7;12;"STACOL";180;"NE";1;15.01;2.09;6.46
1971;3;21;"GIRONA";82;"SO";6;26.3;4.33;10.98
1982;1;29;"GIRONA";6;"NE";7;20.58;8.39;6.09
1954;1;25;"BCN";19;"S";9;34.36;18.2;8.08
1985;6;30;"GIRONA";61;"NO";2;32.08;-8.47;20.27
1974;1;16;"HOSPI";198;"E";5;28.71;-3.88;16.3
1964;3;1;"BERGA";56;"S";4;18.09;16.16;0.96
2000;4;6;"HOSPI";193;"O";8;30.43;1.18;14.62
2003;5;30;"VIC";98;"N";1;23.83;10.22;6.8
2000;8;7;"VIC";0;"SE";9;42.07;16.56;12.76
1955;3;12;"GIRONA";58;"E";1;33.8;-6.03;19.91
2004;4;24;"VIC";181;"NO";9;32.88;-4.9;18.89
1988;1;16;"BCN";69;"NO";2;31.93;19.62;6.15
2009;5;6;"GIRONA";108;"S";9;35.45;-9.69;22.57
1960;4;30;"TIBIDABO";192;"O";0;42.51;14.65;13.93
1967;4;11;"MASNOU";184;"NE";3;10.81;0.85;4.98
2000;1;22;"MASNOU";9;"NE";10;36.41;9.27;13.57
1967;12;28;"LLEIDA";35;"O";10;32.25;19.43;6.41
1988;6;28;"GIRONA";26;"E";0;24.64;-8.06;16.35
1976;1;13;"STACOL";76;"NO";10;-1.84;-3.7;0.93
1986;12;27;"MASNOU";55;"S";10;10.02;1.33;4.34
1954;12;29;"BERGA";50;"SO";9;25.47;-9.27;17.37
2001;4;7;"MASNOU";120;"NO";8;19.78;13.52;3.13
2002;11;30;"VIC";96;"E";9;27.29;2.25;12.52
1985;6;29;"BERGA";92;"SE";10;5.28;-1.02;3.15
1980;8;7;"VIC";102;"E";6;35.23;3.08;16.07
2010;3;7;"STACOL";197;"N";0;35.54;12.11;11.71
2008;12;19;"MASNOU";18;"SO";4;24.32;15.28;4.52
1952;4;12;"TIBIDABO";79;"NE";5;35.8;16.0;9.9
1971;11;24;"BCN";150;"SE";3;8.81;3.4;2.71
1953;11;10;"HOSPI";77;"NO";6;13.92;-0.17;7.04
1985;4;27;"GIRONA";123;"SE";0;30.78;6.43;12.18
1992;4;6;"VIC";0;"SO";9;30.5;-9.33;19.91
2007;11;6;"GIRONA";4;"NO";8;27.0;-3.05;15.03
2004;9;30;"STACOL";119;"S";2;0.84;-8.42;4.63
2015;5;18;"TARRACO";26;"SO";9;34.72;-3.28;19.0
1999;11;25;"GIRONA";100;"SO";2;1.73;-9.93;5.83
1959;5;13;"HOSPI";39;"O";3;5.09;-2.81;3.95
1960;7;18;"TIBIDABO";67;"N";10;22.48;17.27;2.61
2007;2;1;"GIRONA";199;"SE";1;27.09;-2.66;14.88
1967;6;18;"TARRACO";10;"NE";0;32.04;-7.38;19.71
1992;3;24;"BERGA";18;"NO";0;26.27;10.56;7.85
1958;8;10;"LLEIDA";42;"SO";6;11.35;-1.74;6.54
2000;10;26;"VIC";23;"E";9;29.49;6.16;11.66
2005;5;16;"HOSPI";176;"E";1;27.03;15.49;5.77
2002;2;29;"LLEIDA";70;"SE";8;27.98;8.89;9.54
1997;4;21;"BERGA";115;"O";8;7.81;-2.11;4.96
1986;12;2;"GIRONA";15;"S";6;44.26;3.49;20.38
1983;3;20;"TIBIDABO";3;"SE";5;28.07;14.37;6.85
2007;5;17;"BERGA";112;"S";0;17.45;10.7;3.38
2015;2;26;"VIC";91;"NE";0;9.37;8.59;0.39
1958;5;23;"HOSPI";90;"SE";9;19.5;17.29;1.11
1968;1;27;"HOSPI";93;"E";2;30.1;4.31;12.9
1980;9;18;"STACOL";183;"O";10;30.63;10.76;9.93
2015;3;22;"TARRACO";187;"N";3;32.55;19.03;6.76
2013;9;29;"GIRONA";94;"SE";1;41.63;19.06;11.29
1990;2;25;"TIBIDABO";199;"O";3;29.66;7.99;10.84
1993;4;26;"BCN";145;"SO";6;37.17;8.61;14.28
2002;5;25;"STACOL";177;"NO";0;2.77;-5.29;4.03
1989;11;29;"TIBIDABO";159;"E";4;15.23;-3.2;9.21
1955;12;16;"LLEIDA";92;"S";2;36.2;14.33;10.94
2010;5;30;"HOSPI";21;"NO";3;19.73;16.39;1.67
1954;9;29;"TIBIDABO";3;"SE";9;17.52;14.21;1.65
2014;7;28;"MASNOU";166;"NO";3;41.13;8.91;16.11
1951;8;4;"LLEIDA";186;"NO";3;6.4;0.52;2.94
1997;9;24;"BERGA";191;"E";6;33.85;19.19;7.33
1953;8;8;"TIBIDABO";130;"SE";7;30.75;-1.5;16.12
1992;12;5;"TARRACO";86;"SO";9;12.42;-4.22;8.32
1960;8;11;"TARRACO";43;"S";10;41.91;4.78;18.56
1981;11;6;"LLEIDA";147;"SO";0;5.43;0.71;2.36
1965;4;3;"MASNOU";106;"NE";8;32.83;-6.4;19.61
2004;11;28;"TIBIDABO";67;"SO";3;43.73;19.66;12.03
2016;3;15;"TARRACO";182;"SO";9;38.14;6.34;15.9
2012;3;19;"TIBIDABO";150;"SO";3;24.53;-2.58;13.55
2012;4;16;"GIRONA";164;"NO";1;34.95;7.52;13.72
1964;9;5;"HOSPI";6;"SO";0;13.53;2.15;5.69
1965;9;19;"BERGA";50;"N";1;16.39;4.6;5.9
2015;12;9;"MASNOU";0;"N";1;28.05;-3.35;15.7
2004;8;7;"MASNOU";157;"S";9;39.38;5.01;17.19
1970;11;25;"VIC";160;"E";0;41.34;4.23;18.55
1999;11;1;"HOSPI";141;"O";0;5.6;-2.83;4.21
1981;9;10;"LLEIDA";45;"SE";1;22.68;14.94;3.87
2008;2;16;"GIRONA";154;"E";9;-5.08;-6.07;0.5
1969;9;1;"MASNOU";80;"E";8;-2.6;-2.76;0.08
1991;10;10;"GIRONA";200;"O";2;3.62;-8.21;5.92
1979;3;6;"HOSPI";165;"S";7;34.39;-9.77;22.08
1979;4;19;"TIBIDABO";130;"N";9;3.39;1.06;1.17
1975;8;2;"LLEIDA";68;"N";8;44.26;-0.33;22.29
1980;6;16;"STACOL";107;"NE";8;34.85;17.0;8.93
2005;11;5;"TARRACO";138;"SO";9;42.22;-7.08;24.65
1963;2;28;"HOSPI";172;"O";0;27.02;19.17;3.92
1968;7;15;"BCN";139;"S";2;16.3;6.79;4.76
1990;2;20;"BCN";41;"N";10;19.73;-5.28;12.51
1976;7;22;"LLEIDA";189;"NE";1;29.16;-6.73;17.95
1983;12;25;"HOSPI";63;"NO";4;10.44;-1.18;5.81
2004;4;6;"TARRACO";136;"E";6;35.44;-3.62;19.53
1964;7;28;"TARRACO";146;"SO";1;17.08;1.35;7.86
1958;5;3;"TIBIDABO";16;"SO";6;10.78;2.86;3.96
1962;4;8;"HOSPI";59;"NE";10;9.67;4.87;2.4
1993;11;7;"MASNOU";198;"SE";5;25.8;17.71;4.04
1967;5;4;"GIRONA";169;"NE";7;18.89;10.33;4.28
1971;5;18;"BCN";137;"S";1;-2.9;-7.94;2.52
1958;4;25;"BERGA";12;"NO";5;29.49;-1.03;15.26
1978;5;6;"STACOL";140;"O";1;34.62;12.5;11.06
1954;10;24;"MASNOU";91;"SO";2;43.21;19.93;11.64
1965;6;23;"HOSPI";108;"SE";8;19.91;8.44;5.74
1984;9;19;"MASNOU";96;"NO";2;37.15;-1.13;19.14
1950;8;3;"VIC";149;"N";3;10.32;-7.49;8.91
1991;5;17;"STACOL";4;"O";0;33.68;2.16;15.76
1973;5;28;"MASNOU";53;"SE";10;25.19;2.77;11.21
1956;7;14;"VIC";13;"S";6;42.7;17.81;12.45
1955;4;23;"MASNOU";49;"SE";4;42.3;-3.72;23.01
1998;11;16;"HOSPI";141;"NO";2;38.88;-6.87;22.88
1962;3;20;"LLEIDA";67;"E";5;24.25;14.21;5.02
2002;3;24;"HOSPI";76;"S";2;18.84;3.15;7.84
1961;8;5;"VIC";189;"S";1;15.63;-9.83;12.73
2012;8;5;"TIBIDABO";195;"E";3;18.75;-5.41;12.08
2017;8;24;"BERGA";56;"S";9;38.44;18.57;9.93
2011;5;19;"TIBIDABO";174;"S";4;16.02;4.53;5.74
2001;8;25;"TIBIDABO";140;"SE";9;25.86;16.25;4.8
1980;11;23;"LLEIDA";195;"S";10;28.95;19.24;4.86
1994;4;30;"HOSPI";136;"S";9;16.86;15.2;0.83
1992;10;24;"VIC";15;"O";5;42.84;4.67;19.09
2011;5;23;"GIRONA";87;"S";1;0.99;-9.7;5.34
1970;4;27;"GIRONA";61;"SO";3;30.29;6.1;12.09
1981;12;1;"BERGA";87;"NO";9;44.8;-9.02;26.91
1994;11;9;"BCN";69;"S";2;19.88;1.74;9.07
1990;10;27;"VIC";81;"NE";10;1.89;-3.63;2.76
2001;7;28;"TARRACO";149;"SE";2;9.18;-0.98;5.08
2013;12;4;"VIC";146;"O";7;33.97;-3.91;18.94
1950;2;14;"TIBIDABO";173;"NO";6;15.24;13.31;0.96
1986;5;24;"GIRONA";29;"NE";9;20.62;13.88;3.37
1987;10;23;"GIRONA";81;"SO";0;23.98;0.73;11.62
1973;7;26;"STACOL";4;"E";1;26.58;6.24;10.17
1969;7;4;"LLEIDA";76;"O";7;19.94;7.43;6.26
1955;4;5;"TARRACO";91;"E";5;41.86;0.79;20.54
1971;9;6;"MASNOU";114;"O";10;39.7;19.03;10.34
1984;11;13;"BCN";185;"S";0;39.74;8.4;15.67
1998;9;2;"HOSPI";0;"SE";10;-5.45;-7.31;0.93
1957;6;27;"TARRACO";112;"S";0;19.62;4.51;7.56
1956;1;9;"GIRONA";37;"SO";9;17.71;-6.12;11.92
1987;11;24;"BCN";35;"SE";3;31.34;0.65;15.35
1951;12;14;"VIC";24;"E";4;24.92;-6.82;15.87
1995;6;30;"TIBIDABO";111;"N";8;38.9;7.42;15.74
2007;2;19;"TIBIDABO";146;"E";5;36.05;19.82;8.11
1980;5;3;"VIC";173;"SE";0;33.41;0.83;16.29
1954;8;28;"TARRACO";9;"SO";9;43.63;16.09;13.77
2000;11;24;"GIRONA";129;"NO";1;39.47;18.41;10.53
1965;11;22;"BCN";119;"S";9;17.24;11.62;2.81
1975;11;17;"VIC";95;"SE";9;21.34;4.94;8.2
1967;12;10;"BCN";141;"O";3;33.5;18.48;7.51
1955;10;15;"BCN";137;"SE";2;3.4;0.23;1.58
2000;7;26;"HOSPI";160;"E";8;35.61;11.64;11.98
2003;1;16;"BCN";164;"NO";1;31.56;17.28;7.14
2004;7;23;"MASNOU";60;"SO";7;26.17;-5.01;15.59
1968;12;9;"MASNOU";148;"O";10;17.1;6.71;5.2
1958;11;6;"LLEIDA";37;"SE";4;44.3;8.81;17.74
1971;7;10;"GIRONA";85;"NO";10;32.09;2.16;14.97
2012;3;18;"TARRACO";139;"NO";10;42.69;12.53;15.08
1980;8;19;"STACOL";89;"SO";3;44.87;12.23;16.32
1995;3;23;"HOSPI";118;"S";6;22.01;2.82;9.6
1982;6;1;"BCN";55;"O";1;38.3;2.63;17.83
2003;3;13;"BERGA";65;"SE";6;11.73;-4.26;8.0
1987;11;15;"LLEIDA";108;"O";2;38.62;5.03;16.79
1956;10;20;"TIBIDABO";52;"SO";1;12.15;-7.6;9.88
1977;2;26;"TARRACO";56;"N";5;-5.24;-5.73;0.25
1976;5;11;"BERGA";7;"N";9;15.85;-0.26;8.05
1971;11;29;"BCN";17;"O";6;40.5;15.76;12.37
1951;11;11;"LLEIDA";83;"NE";6;30.58;11.73;9.42
1950;5;11;"LLEIDA";57;"E";10;34.33;14.76;9.79
1973;11;7;"MASNOU";84;"E";6;22.54;7.43;7.55
1994;9;7;"MASNOU";39;"N";5;40.74;19.62;10.56
1999;5;9;"MASNOU";70;"SO";6;-4.37;-9.38;2.51
1956;4;19;"BERGA";161;"SE";1;27.74;14.73;6.5
1980;4;14;"VIC";157;"NO";5;30.87;-1.46;16.16
1950;12;8;"VIC";147;"S";6;20.7;9.92;5.39
1978;12;6;"HOSPI";191;"N";5;24.33;19.23;2.55
1954;9;22;"BCN";157;"O";3;33.35;13.26;10.05
1961;8;18;"VIC";36;"NO";2;20.52;12.29;4.12
1960;12;24;"BERGA";177;"S";6;39.75;19.71;10.02
1999;11;17;"HOSPI";114;"E";3;32.11;14.06;9.02
2006;4;18;"BERGA";2;"NO";10;-1.73;-8.51;3.39
1971;11;16;"MASNOU";147;"E";2;38.67;19.09;9.79
1979;4;2;"HOSPI";86;"N";9;9.87;4.31;2.78
1996;5;8;"MASNOU";186;"S";5;5.88;-9.9;7.89
2013;8;9;"TARRACO";78;"NO";10;27.46;-0.38;13.92
1969;2;8;"BCN";80;"E";4;21.26;-0.64;10.95
2000;1;17;"BCN";101;"NE";6;35.71;5.25;15.23
1980;7;10;"HOSPI";44;"N";6;39.51;-1.13;20.32
1992;6;18;"BCN";129;"SO";7;19.58;-1.36;10.47
1963;3;16;"LLEIDA";95;"NE";4;18.05;8.85;4.6
1996;2;24;"GIRONA";37;"N";3;26.08;-2.75;14.41
2008;12;18;"STACOL";21;"S";5;28.01;2.74;12.64
2010;3;9;"TIBIDABO";6;"O";7;39.21;3.39;17.91
1972;2;29;"TARRACO";105;"SE";8;43.19;0.73;21.23
1967;12;29;"TARRACO";128;"SE";7;38.66;19.36;9.65
2002;6;7;"TIBIDABO";11;"O";3;40.21;8.44;15.89
1950;8;8;"GIRONA";180;"NE";1;31.31;11.53;9.89
2011;11;10;"STACOL";46;"O";6;37.55;10.9;13.32
1957;8;12;"GIRONA";146;"NE";0;6.12;4.17;0.98
2001;4;17;"STACOL";62;"E";10;34.66;-0.76;17.71
1950;5;25;"TIBIDABO";164;"SO";8;22.35;10.45;5.95
1992;2;7;"TARRACO";30;"E";4;26.83;9.36;8.73
1965;9;26;"TIBIDABO";58;"NO";8;29.46;14.17;7.65
1971;10;28;"STACOL";45;"SE";4;30.3;1.24;14.53
1976;6;18;"TARRACO";98;"O";5;42.38;11.83;15.28
2006;12;14;"TIBIDABO";186;"SO";4;42.37;-0.69;21.53
1951;11;15;"BCN";18;"NO";6;7.44;-6.79;7.12
1984;3;7;"TIBIDABO";22;"O";6;17.83;5.01;6.41
1992;4;29;"TIBIDABO";29;"O";3;15.64;7.42;4.11
2015;11;5;"HOSPI";77;"E";2;36.59;7.3;14.65
1990;5;20;"MASNOU";168;"E";10;-3.07;-6.24;1.59
1988;8;10;"HOSPI";190;"SO";1;32.62;1.73;15.44
1992;4;12;"MASNOU";130;"O";10;4.13;-6.3;5.21
1967;7;26;"MASNOU";87;"NE";9;26.74;6.32;10.21
1976;8;27;"GIRONA";66;"NE";2;37.09;8.42;14.34
1988;7;29;"VIC";197;"NO";0;22.98;18.76;2.11
2015;5;5;"HOSPI";43;"O";0;14.4;2.63;5.88
2018;2;24;"TIBIDABO";98;"SE";9;44.4;16.97;13.71
1970;4;30;"MASNOU";195;"E";6;21.6;-1.51;11.56
1976;7;1;"TIBIDABO";76;"N";2;44.29;17.71;13.29
1996;10;3;"GIRONA";199;"N";10;20.33;18.99;0.67
2016;9;17;"BCN";179;"SO";4;38.15;15.68;11.23
1960;4;3;"VIC";96;"SE";5;31.53;13.71;8.91
2009;2;24;"STACOL";1;"E";4;20.84;14.9;2.97
1952;10;15;"VIC";160;"SE";8;18.74;4.41;7.16
1991;11;18;"BCN";63;"NO";0;35.71;11.46;12.12
1950;3;17;"BERGA";70;"SE";5;31.86;6.82;12.52
1983;9;1;"GIRONA";165;"SE";4;5.88;-0.59;3.23
1978;1;1;"GIRONA";29;"E";6;30.79;7.37;11.71
2000;1;7;"VIC";120;"O";2;37.05;16.51;10.27
1958;7;10;"BERGA";140;"SO";7;20.13;17.14;1.49
1975;2;29;"VIC";173;"O";5;21.07;14.35;3.36
1970;5;4;"BERGA";110;"N";8;20.55;6.03;7.26
1981;6;24;"GIRONA";61;"O";0;32.72;-9.17;20.95
1951;9;15;"VIC";190;"E";2;44.95;11.94;16.51
